family,arm,source_revision,epoch,optimizer_updates,train_total_loss,train_bce,train_ddi,dev_jaccard,dev_f1,dev_prauc,dev_nll
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,38,24928,0.08155348599354843,0.07538612316720296,0.12334725561201294,0.47163440899792564,0.6320482755949265,0.7165227742793713,0.4846799075603485
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,39,25584,0.08049250648614732,0.07431023716372523,0.12364538824271856,0.46717024876146374,0.6273831697839001,0.7110941691304874,0.5047312378883362
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,40,26240,0.07938637147243899,0.07320241744013212,0.12367908005941038,0.4687593804246169,0.628890039094399,0.7129293275985888,0.5125965476036072
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,41,26896,0.07817020377135162,0.07198950323334913,0.12361401191716631,0.46863839198283813,0.6289112723069669,0.7115755710034611,0.5225485563278198
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,42,27552,0.07749067375908612,0.07129578913831656,0.12389769288846655,0.4673506160437047,0.6277147728512336,0.7118346536102053,0.5082845091819763
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,43,28208,0.07613132642087496,0.06992296124990066,0.1241673031921825,0.4665726326998513,0.626971388572872,0.711171100463956,0.5354355573654175
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,44,28864,0.07506057691933236,0.0688613242804379,0.1239850518843025,0.46861467197054346,0.628970036366405,0.7125679674229005,0.5266480445861816
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,45,29520,0.07428593768076988,0.06807743344555048,0.12417008546656495,0.4654985094044712,0.6261103882577468,0.7079151362086988,0.538605809211731
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,46,30176,0.0733866326099629,0.06717324868343229,0.12426767679884432,0.4652791565022639,0.6255787920006787,0.7078984252396573,0.5496042966842651
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,47,30832,0.07275736966116297,0.06653247040025453,0.12449798734487666,0.4633411626017097,0.6236350686184198,0.7063182056961643,0.541499137878418
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,48,31488,0.07169683609789633,0.06546797380575871,0.12457724525531512,0.4639093062271425,0.6243410747956353,0.7091740828717085,0.5559048652648926
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,49,32144,0.07132641726333905,0.0651089719393049,0.12434890762572408,0.46710904261260267,0.627459411580585,0.7100409591356949,0.5492146611213684
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,50,32800,0.0698672381629877,0.06361247947822593,0.12509517383730007,0.464170651650199,0.6245487462406256,0.7081689850248278,0.5656518936157227
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,51,33456,0.06895793939025469,0.06272599496858705,0.12463888708018679,0.46442749849036763,0.624533222336146,0.7062759665106714,0.578673243522644
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,52,34112,0.06855033113181574,0.062303956915202775,0.12492748422286953,0.4636620334980204,0.623868368009596,0.7101138381348314,0.5604670643806458
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,53,34768,0.06789572003421548,0.06164842539920015,0.12494589000107824,0.4630827430729598,0.6236900637676137,0.706769489196138,0.5748405456542969
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,54,35424,0.0671121827872332,0.06085315691934935,0.12518051626519988,0.4641733946306819,0.6245669424801993,0.7082146402359669,0.5738955140113831
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,55,36080,0.06625152406550781,0.05999484291075183,0.1251336224501462,0.46416494566442484,0.6248067031117736,0.7076193963752007,0.5972883701324463
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,56,36736,0.06620877737189876,0.059939376489912,0.1253880167518311,0.4633009092768653,0.6237291045886049,0.7068127163521158,0.5912919640541077
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,57,37392,0.06584785590409119,0.05958415770530132,0.1252739619911541,0.46560963810504385,0.6258853901867157,0.7106312136809771,0.5724447965621948
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,58,38048,0.0643517606834777,0.05807717483348996,0.125491715486056,0.46180168430559887,0.6221894038511532,0.7076854959506351,0.6125513911247253
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,59,38704,0.06357377160591647,0.0573013954085485,0.12544752312622576,0.4655633470007422,0.625858701685221,0.7083631128654673,0.6232888102531433
mica,SharedPool,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,60,39360,0.06342277960990834,0.0571450560667748,0.12555447042937365,0.45894554415795175,0.6196864127844912,0.7024395525646883,0.6186424493789673
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,1,656,0.2258553410286171,0.22057116875652819,0.10568344207484634,0.5222223411606653,0.6777874818046532,0.7773796774143529,0.21158185601234436
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,2,1312,0.20236760614989813,0.19690679911151493,0.1092161350580857,0.5361206255400166,0.6898716560474787,0.7890988006183267,0.20533475279808044
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,3,1968,0.1933994024185062,0.18788799874939857,0.11022807005997075,0.5422441561252869,0.6950055191031947,0.7927301263294768,0.20248271524906158
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,4,2624,0.18599623535174706,0.18043690692430592,0.11118656831299546,0.5390920660822011,0.6918528742674135,0.7895906574817885,0.205556258559227
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,5,3280,0.17947695250364104,0.17386943253750045,0.11215040061986188,0.5344110933092018,0.6882106033532162,0.7840590257286169,0.21091458201408386
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,6,3936,0.17334826929756314,0.1677075356730902,0.1128146717649293,0.5309786065180504,0.6850759307562109,0.780400611671976,0.21675211191177368
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,7,4592,0.16708884668572976,0.1614265688007332,0.11324556135809652,0.523717253784172,0.6790999076916232,0.7742213955811137,0.22491322457790375
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,8,5248,0.16133053904380273,0.15562026691239014,0.11420544610528453,0.5219411353483415,0.6770794279342653,0.7709154180723041,0.23211869597434998
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,9,5904,0.155610618794802,0.14986682408192284,0.11487589634806472,0.5132580125433529,0.6694872819064548,0.7630556227917179,0.24498146772384644
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,10,6560,0.1504020953794398,0.1446337758648076,0.11536639136807322,0.5140204922899992,0.6700600037145554,0.7620423045563766,0.25111210346221924
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,11,7216,0.14525776383095787,0.1394528759206054,0.11609775972572042,0.5075003578388326,0.6641313154891098,0.7543331703914694,0.2663731276988983
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,12,7872,0.14085260485088943,0.13503327993438996,0.11638650303659112,0.5040544676188682,0.6610894633454487,0.7503337671427494,0.27660802006721497
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,13,8528,0.13651420792589788,0.13067585387423356,0.11676708329069409,0.502209518200804,0.6596414133246423,0.7478869895627344,0.28568992018699646
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,14,9184,0.13299000417780452,0.1270989560820386,0.11782096413578862,0.49982960031308227,0.6571691950842986,0.7469305973443315,0.2924274206161499
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,15,9840,0.12889457557949555,0.12300904845558366,0.11771054917232406,0.49950557574788323,0.6570802607897696,0.74418370897202,0.30165091156959534
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,16,10496,0.1258632383508284,0.119947763619983,0.11830949605886447,0.499639309065917,0.6570084916131743,0.7434634737487069,0.31469836831092834
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,17,11152,0.12256331724691055,0.11663813957146642,0.11850355655616931,0.4967755362304453,0.6543810905321927,0.7409103676449569,0.31749558448791504
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,18,11808,0.11969545049936826,0.11376036238608978,0.11870176205105226,0.49209011640823935,0.6500628726154793,0.7356406282158714,0.3288057744503021
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,19,12464,0.11680780317208506,0.11083581476241552,0.119439766644886,0.4889592264169251,0.6473520203004117,0.7315105839293092,0.3493691086769104
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,20,13120,0.11467935761035665,0.10871117111355484,0.11936373158966873,0.4879016731681092,0.6463385996796358,0.7318561076244702,0.3436857759952545
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,21,13776,0.11204775793245085,0.10605637314552256,0.11982769655685814,0.4872153635932148,0.6454086225966567,0.7317024760888519,0.3588736951351166
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,22,14432,0.10965610400661975,0.10365621155307772,0.11999784805294737,0.48968318044031384,0.6478823526356375,0.7338555769069164,0.3625783920288086
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,23,15088,0.10761905151635724,0.10160456536148965,0.12028972376931758,0.48976699489110076,0.6481555953733124,0.731980353453572,0.3695356249809265
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,24,15744,0.10566367145667871,0.0996279137081022,0.12071515616629369,0.4863744036304229,0.6450711785644924,0.7273970738861905,0.3857969045639038
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,25,16400,0.10370278135417971,0.09766653953522333,0.12072483721446782,0.48348083746890097,0.6422899689858108,0.7284897656831454,0.3898305594921112
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,26,17056,0.10206983258844911,0.09602914259245425,0.12081380018413732,0.4853610625539913,0.6442100733328819,0.7281821767773363,0.39546677470207214
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,27,17712,0.10024680907278045,0.09419730087673486,0.12099016409849277,0.4866817356326004,0.6454234353319696,0.7288731466492681,0.39522406458854675
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,28,18368,0.09858059312230878,0.0925187676021273,0.12123650948376113,0.48380863549109615,0.6425928135011515,0.7283488844137159,0.41474148631095886
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,29,19024,0.0970596839997991,0.09097641432494996,0.12166539233986604,0.4818260858102724,0.6406868861873857,0.7249300045402026,0.41405269503593445
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,30,19680,0.0956058986943163,0.08950940306332264,0.1219299169741546,0.48332550344136527,0.6419210721308228,0.7252017782731092,0.41931572556495667
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,31,20336,0.09417437337603875,0.08808599704810305,0.12176752220869451,0.4782530917580115,0.6372423976614547,0.7228280488295904,0.4342650771141052
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,32,20992,0.0926302912757717,0.08651613511996792,0.1222831233653989,0.47915285583887196,0.6381737161566873,0.7214538930890164,0.4351921081542969
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,33,21648,0.09142341927036292,0.08533403464709398,0.12178769397126422,0.4792829177352878,0.6384192725822552,0.7245228888387907,0.4381495714187622
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,34,22304,0.08996191709901256,0.08383759420156615,0.12248645923177215,0.47423273504089064,0.633746536261329,0.7192395584470463,0.4511913061141968
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,35,22960,0.0887299516738251,0.0825988818661468,0.12262139369442665,0.4787790336161735,0.6381491198978326,0.7205489735070476,0.4355473518371582
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,36,23616,0.08769156540391419,0.08156284726413875,0.12257436296243505,0.4816784034489151,0.6406970373755247,0.7235570139937011,0.44816410541534424
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,37,24272,0.08601615539507684,0.07988015563787593,0.12271999543667157,0.48098802558512216,0.6401443313451418,0.7221230860708915,0.46097490191459656
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,38,24928,0.08568722124162922,0.0795333105607271,0.12307821620646031,0.4771317053531896,0.6364155129393586,0.7226750430730344,0.4549258351325989
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,39,25584,0.08421369175052766,0.07805366405487538,0.1232005556348691,0.4777433422092204,0.6372551325948472,0.719014025332997,0.4715827405452728
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,40,26240,0.08379300106386062,0.07764112951431275,0.12303743092276619,0.4776744563152195,0.6370458200539928,0.7182979351360602,0.4742017090320587
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,41,26896,0.08236781839735573,0.076217932788026,0.12299771065726864,0.4770639374354432,0.6366935738448389,0.7197679782720928,0.4718334376811981
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,42,27552,0.08145878313039845,0.0752798641356775,0.12357837978929113,0.47538105641720485,0.6344134199065302,0.7165901669364935,0.47435110807418823
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,43,28208,0.08057575249973965,0.07438766141979253,0.12376182032888458,0.47812675531057236,0.637569408393408,0.7202652842665378,0.49009761214256287
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,44,28864,0.07937152016812392,0.07318565943286807,0.12371721781349146,0.4774755816170506,0.6367226184722673,0.718750922857582,0.49234339594841003
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,45,29520,0.0784110913104831,0.0722248627321999,0.12372457173187952,0.48054644760551035,0.6399301757083614,0.721357004452278,0.49333181977272034
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,46,30176,0.07785333170868873,0.07164867188639791,0.12409319725700574,0.4795767439742595,0.6387694312273968,0.7218497840481365,0.4993651509284973
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,47,30832,0.0768993301435187,0.0706956032022517,0.12407453751550387,0.4750842251266308,0.6345073180666806,0.7188060351127994,0.5052990317344666
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,48,31488,0.07624130408874583,0.0700295587820654,0.12423490704708416,0.4785045551136773,0.6377931074456344,0.7198157574760777,0.5061440467834473
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,49,32144,0.07553843821591856,0.0693181423781677,0.12440591398901817,0.47566657271345764,0.635471096007206,0.7183653233936665,0.5113755464553833
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,50,32800,0.07484929320701755,0.06863586262787635,0.1242686148687795,0.47588532943947615,0.6355702136692963,0.7167080585139135,0.5146250128746033
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,51,33456,0.07425979338390991,0.06804058341021214,0.12438419972327885,0.4762521106056223,0.6357780648434357,0.7167778485307104,0.5197804570198059
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,52,34112,0.07360706941274979,0.06738263311354513,0.12448872493423535,0.47814310483832834,0.6374759035322882,0.717379883938976,0.5151686072349548
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,53,34768,0.07294848228997709,0.06672305088827296,0.12450862856256302,0.47616245539250746,0.6357226135371263,0.7161646999441882,0.5205157399177551
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,54,35424,0.07188955347799279,0.0656558800734127,0.12467346909031626,0.4741082889098331,0.633947403712559,0.7165966491948941,0.527023434638977
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,55,36080,0.07125137057107424,0.06501452504469062,0.12473691044527487,0.4762585864587123,0.6364393775977387,0.7178581279450107,0.5358757376670837
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,56,36736,0.07081512623519026,0.06458115173239694,0.12467948795188905,0.4724202046191785,0.6321265920822503,0.713655728744967,0.5319273471832275
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,57,37392,0.0697293797548193,0.06348466716542668,0.12489424999357576,0.4786281018801527,0.638043839464745,0.7192223671358862,0.5367318391799927
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,58,38048,0.06917963246790489,0.06292334017961357,0.12512584327472293,0.4715326957831854,0.631248299305627,0.7133259253801248,0.5491612553596497
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,59,38704,0.0692445710663664,0.062987680887273,0.12513779939451258,0.47527820552973854,0.6349316835550326,0.7180445552764819,0.5531919598579407
mica,DrugQuery,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,60,39360,0.06830733488090546,0.06204900591897833,0.12516657883223775,0.4740902602140073,0.6338637160545393,0.7145235242314353,0.5402646064758301
mica,MICA-Late,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,1,656,0.22582874353557741,0.2205450830727017,0.1056732034570144,0.5214823823539229,0.6770228831739868,0.7768090266676229,0.21160084009170532
mica,MICA-Late,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,2,1312,0.20239900862884222,0.1969381414445479,0.10921734750032175,0.5365798710663833,0.69031213051028,0.7891453430855319,0.20534364879131317
mica,MICA-Late,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,3,1968,0.19342323154174107,0.18791194158828295,0.11022579853997147,0.5416562262046256,0.6945685675984937,0.7922542977011173,0.20245981216430664
mica,MICA-Late,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,4,2624,0.18606871258105526,0.18051113300781957,0.11115159175239467,0.5391402196943891,0.6920498456486992,0.7898979915194181,0.20564866065979004
mica,MICA-Late,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,5,3280,0.1795178703052412,0.17391198452156145,0.11211771560682447,0.533895678037469,0.6877375997087118,0.7837227687117078,0.2102598249912262
mica,MICA-Late,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,6,3936,0.17335140953863845,0.16771214602332016,0.11278526886298916,0.5293835408615889,0.6838037707892326,0.7803165758172876,0.21691113710403442
mica,MICA-Late,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,7,4592,0.167094587585028,0.16143025148300166,0.11328672084718337,0.5240528043445718,0.6792543565592999,0.7744007375453912,0.2251993864774704
mica,MICA-Late,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,8,5248,0.1611690403312368,0.15546174879148653,0.11414583387567745,0.5201299923778259,0.6755581468844312,0.7713831441128498,0.2322419285774231
mica,MICA-Late,cd731bb0abe3dca3ebaa8a3e5346eeff74270f75,9,5904,0.15548716573580418,0.14974989302989833,0.11474545938232308,0.5136481712938357,0.6696120129746352,0.7635779424106137,0.24546025693416595
